0
"'C', 'C', '(', 'C', ')', '[', 'C', '@@', 'H', ']', '1', '[', 'C', '@', 'H', ']', '(', 'O', 'C', '(', '=', 'O', ')', 'N', '[', 'C', '@@', 'H', ']', '(', 'C', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', ')', '[', 'C', '@', 'H', ']', '(', 'O', ')', 'C', 'N', '2', 'C', 'C', 'N', '(', 'C', '3', 'C', 'C', 'S', 'C', '3', ')', 'C', '[', 'C', '@', 'H', ']', '2', 'C', '(', '=', 'O', ')', 'N', 'C', '(', 'C', ')', '(', 'C', ')', 'C', ')', 'C', 'C', 'S', '1', '(', '=', 'O', ')', '=', 'O'"
"'C', '[', 'C', '@@', 'H', ']', '1', 'O', 'C', 'C', '[', 'C', '@@', 'H', ']', '1', 'O', 'C', '(', '=', 'O', ')', 'N', '[', 'C', '@@', 'H', ']', '(', 'C', 'S', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', ')', '[', 'C', '@', 'H', ']', '(', 'O', ')', 'C', 'N', '1', 'C', '[', 'C', '@', 'H', ']', '2', 'C', 'C', 'S', '[', 'C', '@', 'H', ']', '2', 'C', 'C', '1', 'C', '(', '=', 'O', ')', 'N', 'C', '(', 'C', ')', '(', 'C', ')', 'C'"
"'C', '[', 'C', '@', 'H', ']', '1', 'O', 'C', 'C', '[', 'C', '@', 'H', ']', '1', 'O', 'C', '(', '=', 'O', ')', 'N', '[', 'C', '@@', 'H', ']', '(', 'C', 'S', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', ')', '[', 'C', '@', 'H', ']', '(', 'O', ')', 'C', 'N', '1', 'C', '[', 'C', '@', 'H', ']', '2', 'C', 'C', 'S', '[', 'C', '@', 'H', ']', '2', 'C', 'C', '1', 'C', '(', '=', 'O', ')', 'N', 'C', '(', 'C', ')', '(', 'C', ')', 'C'"
"'C', 'C', '(', 'C', ')', '(', 'C', ')', 'N', 'C', '(', '=', 'O', ')', 'C', '1', 'C', '[', 'C', '@@', 'H', ']', '2', 'S', 'C', 'C', '[', 'C', '@@', 'H', ']', '2', 'C', 'N', '1', 'C', '[', 'C', '@@', 'H', ']', '(', 'O', ')', '[', 'C', '@', 'H', ']', '(', 'C', 'S', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', ')', 'N', 'C', '(', '=', 'O', ')', 'O', '[', 'C', '@', 'H', ']', '1', 'C', 'C', 'S', '(', '=', 'O', ')', '(', '=', 'O', ')', 'C', '1'"
"'C', 'C', '(', 'C', ')', '(', 'C', ')', 'N', 'C', '(', '=', 'O', ')', 'C', '1', 'C', '[', 'C', '@@', 'H', ']', '2', 'S', 'C', 'C', '[', 'C', '@@', 'H', ']', '2', 'C', 'N', '1', 'C', '[', 'C', '@@', 'H', ']', '(', 'O', ')', '[', 'C', '@', 'H', ']', '(', 'C', 'S', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', ')', 'N', 'C', '(', '=', 'O', ')', 'O', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', 'S', '(', '=', 'O', ')', '(', '=', 'O', ')', 'C', '1'"
"'C', '[', 'C', '@@', 'H', ']', '1', '[', 'C', '@', 'H', ']', '(', 'O', 'C', '(', '=', 'O', ')', 'N', '[', 'C', '@@', 'H', ']', '(', 'C', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', ')', '[', 'C', '@', 'H', ']', '(', 'O', ')', 'C', 'N', '2', 'C', '[', 'C', '@', 'H', ']', '3', 'C', 'C', 'C', 'C', '[', 'C', '@', 'H', ']', '3', 'C', 'C', '2', 'C', '(', '=', 'O', ')', 'N', 'C', '(', 'C', ')', '(', 'C', ')', 'C', ')', 'C', 'C', 'S', '1', '(', '=', 'O', ')', '=', 'O'"
"'C', '[', 'C', '@@', 'H', ']', '1', '[', 'C', '@@', 'H', ']', '(', 'O', 'C', '(', '=', 'O', ')', 'N', '[', 'C', '@@', 'H', ']', '(', 'C', 'S', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', ')', '[', 'C', '@', 'H', ']', '(', 'O', ')', 'C', 'N', '2', 'C', '[', 'C', '@', 'H', ']', '3', 'C', 'C', 'S', '[', 'C', '@', 'H', ']', '3', 'C', 'C', '2', 'C', '(', '=', 'O', ')', 'N', 'C', '(', 'C', ')', '(', 'C', ')', 'C', ')', 'C', 'C', 'S', '1', '(', '=', 'O', ')', '=', 'O'"
"'C', '[', 'C', '@', 'H', ']', '1', '[', 'C', '@', 'H', ']', '(', 'O', 'C', '(', '=', 'O', ')', 'N', '[', 'C', '@@', 'H', ']', '(', 'C', 'S', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', ')', '[', 'C', '@', 'H', ']', '(', 'O', ')', 'C', 'N', '2', 'C', '[', 'C', '@', 'H', ']', '3', 'C', 'C', 'S', '[', 'C', '@', 'H', ']', '3', 'C', 'C', '2', 'C', '(', '=', 'O', ')', 'N', 'C', '(', 'C', ')', '(', 'C', ')', 'C', ')', 'C', 'C', 'S', '1', '(', '=', 'O', ')', '=', 'O'"
"'C', '[', 'C', '@', 'H', ']', '1', '[', 'C', '@@', 'H', ']', '(', 'O', 'C', '(', '=', 'O', ')', 'N', '[', 'C', '@@', 'H', ']', '(', 'C', 'S', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', ')', '[', 'C', '@', 'H', ']', '(', 'O', ')', 'C', 'N', '2', 'C', '[', 'C', '@', 'H', ']', '3', 'C', 'C', 'S', '[', 'C', '@', 'H', ']', '3', 'C', 'C', '2', 'C', '(', '=', 'O', ')', 'N', 'C', '(', 'C', ')', '(', 'C', ')', 'C', ')', 'C', 'C', 'S', '1', '(', '=', 'O', ')', '=', 'O'"
"'C', '[', 'C', '@@', 'H', ']', '1', '[', 'C', '@', 'H', ']', '(', 'O', 'C', '(', '=', 'O', ')', 'N', '[', 'C', '@@', 'H', ']', '(', 'C', 'S', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', ')', '[', 'C', '@', 'H', ']', '(', 'O', ')', 'C', 'N', '2', 'C', '[', 'C', '@', 'H', ']', '3', 'C', 'C', 'S', '[', 'C', '@', 'H', ']', '3', 'C', 'C', '2', 'C', '(', '=', 'O', ')', 'N', 'C', '(', 'C', ')', '(', 'C', ')', 'C', ')', 'C', 'C', 'S', '1', '(', '=', 'O', ')', '=', 'O'"
"'C', 'C', '(', 'C', ')', '[', 'C', '@', 'H', ']', '1', '[', 'C', '@@', 'H', ']', '(', 'O', 'C', '(', '=', 'O', ')', 'N', '[', 'C', '@@', 'H', ']', '(', 'C', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', ')', '[', 'C', '@', 'H', ']', '(', 'O', ')', 'C', 'N', '2', 'C', '[', 'C', '@', 'H', ']', '3', 'C', 'C', 'C', 'C', '[', 'C', '@', 'H', ']', '3', 'C', 'C', '2', 'C', '(', '=', 'O', ')', 'N', 'C', '(', 'C', ')', '(', 'C', ')', 'C', ')', 'C', 'C', 'S', '1', '(', '=', 'O', ')', '=', 'O'"
"'C', 'C', '(', 'C', ')', '[', 'C', '@@', 'H', ']', '1', '[', 'C', '@', 'H', ']', '(', 'O', 'C', '(', '=', 'O', ')', 'N', '[', 'C', '@@', 'H', ']', '(', 'C', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', ')', '[', 'C', '@', 'H', ']', '(', 'O', ')', 'C', 'N', '2', 'C', '[', 'C', '@', 'H', ']', '3', 'C', 'C', 'C', 'C', '[', 'C', '@', 'H', ']', '3', 'C', 'C', '2', 'C', '(', '=', 'O', ')', 'N', 'C', '(', 'C', ')', '(', 'C', ')', 'C', ')', 'C', 'C', 'S', '1', '(', '=', 'O', ')', '=', 'O'"
"'C', 'C', '(', 'C', ')', '[', 'C', '@@', 'H', ']', '1', 'S', 'C', 'C', '[', 'C', '@@', 'H', ']', '1', 'O', 'C', '(', '=', 'O', ')', 'N', '[', 'C', '@@', 'H', ']', '(', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', ')', '[', 'C', '@', 'H', ']', '(', 'O', ')', 'C', 'N', '1', 'C', '[', 'C', '@', 'H', ']', '2', 'C', 'C', 'S', '[', 'C', '@', 'H', ']', '2', 'C', 'C', '1', 'C', '(', '=', 'O', ')', 'N', 'C', '(', 'C', ')', '(', 'C', ')', 'C'"
"'C', 'C', '(', 'C', ')', '[', 'C', '@', 'H', ']', '1', 'S', 'C', 'C', '[', 'C', '@', 'H', ']', '1', 'O', 'C', '(', '=', 'O', ')', 'N', '[', 'C', '@@', 'H', ']', '(', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', ')', '[', 'C', '@', 'H', ']', '(', 'O', ')', 'C', 'N', '1', 'C', '[', 'C', '@', 'H', ']', '2', 'C', 'C', 'S', '[', 'C', '@', 'H', ']', '2', 'C', 'C', '1', 'C', '(', '=', 'O', ')', 'N', 'C', '(', 'C', ')', '(', 'C', ')', 'C'"
"'C', 'C', '(', 'C', ')', '[', 'C', '@', 'H', ']', '1', '[', 'C', '@@', 'H', ']', '(', 'O', 'C', '(', '=', 'O', ')', 'N', '[', 'C', '@@', 'H', ']', '(', 'C', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', ')', '[', 'C', '@', 'H', ']', '(', 'O', ')', 'C', 'N', '2', 'C', '[', 'C', '@', 'H', ']', '3', 'C', 'C', 'S', '[', 'C', '@', 'H', ']', '3', 'C', 'C', '2', 'C', '(', '=', 'O', ')', 'N', 'C', '(', 'C', ')', '(', 'C', ')', 'C', ')', 'C', 'C', 'S', '1', '(', '=', 'O', ')', '=', 'O'"
"'C', 'C', '(', 'C', ')', '[', 'C', '@@', 'H', ']', '1', '[', 'C', '@', 'H', ']', '(', 'O', 'C', '(', '=', 'O', ')', 'N', '[', 'C', '@@', 'H', ']', '(', 'C', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', ')', '[', 'C', '@', 'H', ']', '(', 'O', ')', 'C', 'N', '2', 'C', '[', 'C', '@', 'H', ']', '3', 'C', 'C', 'S', '[', 'C', '@', 'H', ']', '3', 'C', 'C', '2', 'C', '(', '=', 'O', ')', 'N', 'C', '(', 'C', ')', '(', 'C', ')', 'C', ')', 'C', 'C', 'S', '1', '(', '=', 'O', ')', '=', 'O'"
"'C', 'C', '(', 'C', ')', '[', 'C', '@', 'H', ']', '1', '[', 'C', '@@', 'H', ']', '(', 'O', 'C', '(', '=', 'O', ')', 'N', '[', 'C', '@@', 'H', ']', '(', 'C', 'S', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', ')', '[', 'C', '@', 'H', ']', '(', 'O', ')', 'C', 'N', '2', 'C', '[', 'C', '@', 'H', ']', '3', 'C', 'C', 'S', '[', 'C', '@', 'H', ']', '3', 'C', 'C', '2', 'C', '(', '=', 'O', ')', 'N', 'C', '(', 'C', ')', '(', 'C', ')', 'C', ')', 'C', 'C', 'S', '1', '(', '=', 'O', ')', '=', 'O'"
"'C', 'C', '(', 'C', ')', '[', 'C', '@@', 'H', ']', '1', '[', 'C', '@', 'H', ']', '(', 'O', 'C', '(', '=', 'O', ')', 'N', '[', 'C', '@@', 'H', ']', '(', 'C', 'S', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', ')', '[', 'C', '@', 'H', ']', '(', 'O', ')', 'C', 'N', '2', 'C', '[', 'C', '@', 'H', ']', '3', 'C', 'C', 'S', '[', 'C', '@', 'H', ']', '3', 'C', 'C', '2', 'C', '(', '=', 'O', ')', 'N', 'C', '(', 'C', ')', '(', 'C', ')', 'C', ')', 'C', 'C', 'S', '1', '(', '=', 'O', ')', '=', 'O'"
"'C', 'C', '(', 'C', ')', '(', 'C', ')', 'N', 'C', '(', '=', 'O', ')', 'C', '1', 'C', '[', 'C', '@@', 'H', ']', '2', 'C', 'C', 'C', 'C', '[', 'C', '@@', 'H', ']', '2', 'C', 'N', '1', 'C', '[', 'C', '@@', 'H', ']', '(', 'O', ')', '[', 'C', '@', 'H', ']', '(', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', ')', 'N', 'C', '(', '=', 'O', ')', 'O', '[', 'C', '@', 'H', ']', '1', 'C', 'C', 'O', 'C', '1'"
"'C', 'C', '(', 'C', ')', '(', 'C', ')', 'N', 'C', '(', '=', 'O', ')', 'C', '1', 'C', '[', 'C', '@@', 'H', ']', '2', 'C', 'C', 'C', 'C', '[', 'C', '@@', 'H', ']', '2', 'C', 'N', '1', 'C', '[', 'C', '@@', 'H', ']', '(', 'O', ')', '[', 'C', '@', 'H', ']', '(', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', ')', 'N', 'C', '(', '=', 'O', ')', 'O', '[', 'C', '@', 'H', ']', '1', 'C', 'C', 'S', '(', '=', 'O', ')', '(', '=', 'O', ')', 'C', '1'"
"'C', 'C', '(', 'C', ')', '(', 'C', ')', 'N', 'C', '(', '=', 'O', ')', 'C', '1', 'C', '[', 'C', '@@', 'H', ']', '2', 'C', 'C', 'C', 'C', '[', 'C', '@@', 'H', ']', '2', 'C', 'N', '1', 'C', '[', 'C', '@@', 'H', ']', '(', 'O', ')', '[', 'C', '@', 'H', ']', '(', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', ')', 'N', 'C', '(', '=', 'O', ')', 'O', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', 'S', '(', '=', 'O', ')', '(', '=', 'O', ')', 'C', '1'"
"'C', 'C', '(', 'C', ')', '(', 'C', ')', 'N', 'C', '(', '=', 'O', ')', 'C', '1', 'C', '[', 'C', '@@', 'H', ']', '2', 'C', 'C', 'C', 'C', '[', 'C', '@@', 'H', ']', '2', 'C', 'N', '1', 'C', '[', 'C', '@@', 'H', ']', '(', 'O', ')', '[', 'C', '@', 'H', ']', '(', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', ')', 'N', 'C', '(', '=', 'O', ')', 'O', 'C', 'C', 'S', '(', 'C', ')', '(', '=', 'O', ')', '=', 'O'"
